sample	Genome	Mean	Relative_Abundance_Perc	Trimmed_Mean	Covered_Bases	Variance	Length	Read_Count	Reads_per_base	RPKM	TPM
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttyperrnamasked	Haloarcula_hispanica_primary_masked	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	unmapped	NA	99.9999	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Trichoderma_reesei_other	0.00010115662	0.000100096	0	687	0.0006524618	29638724	20	0.0000006747929	33.739647	1000000
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Haloarcula_hispanica_primary	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Trichoderma_reesei_primary	0	0	0	0	0	3756989	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Haloarcula_hispanica_other	0	0	0	0	0	871226	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperminimap2-sr_quanttypesplit	Salinibacter_ruber_primary	0	0	0	0	0	3551823	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperaw	unmapped	NA	99.9999	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperaw	Haloarcula_hispanica	0	0	0	0	0	3896891	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperaw	Salinibacter_ruber	0	0	0	0	0	3587328	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperaw	Trichoderma_reesei	0.0000897731	0.000100096	0	687	0.000579039	33395712	20	0.0000005988793	29.943964	1000000
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	unmapped	NA	99.9999	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Salinibacter_ruber_primary_masked	0	0	0	0	0	3551823	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Haloarcula_hispanica_other_masked	0	0	0	0	0	871226	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Trichoderma_reesei_other	0.00010115662	0.000100096	0	687	0.0006524618	29638724	20	0.0000006747929	33.739647	1000000
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Trichoderma_reesei_primary	0	0	0	0	0	3756989	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Salinibacter_ruber_other_masked	0	0	0	0	0	35505	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttyperrnamasked	Haloarcula_hispanica_primary_masked	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	unmapped	NA	99.9999	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Trichoderma_reesei_other	0.00010115662	0.000100096	0	687	0.0006524618	29638724	20	0.0000006747929	33.739647	1000000
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Haloarcula_hispanica_primary	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Trichoderma_reesei_primary	0	0	0	0	0	3756989	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Haloarcula_hispanica_other	0	0	0	0	0	871226	0	0	0	0
1_depth10000000_spike0.00000_offtargetzymo_mapperbwa-mem_quanttypesplit	Salinibacter_ruber_primary	0	0	0	0	0	3551823	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	unmapped	NA	17.435974	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.5	41.47157	4.0485363	41.440872	3343208	44.35455	3343496	923761	0.27628595	16.74768	49133.105
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.13	58.361042	5.6973205	58.228542	2373679	88.12813	2374251	922210	0.38842145	23.545017	69074.625
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.1	131.26077	12.813935	133.43687	4288340	907.63617	4295777	3731557	0.86865705	52.65555	154476.95
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	Haloarcula_hispanica	0	0	0	0	0	3896891	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.12	68.26482	6.6641464	68.26296	2054928	70.940125	2054948	934670	0.45483875	27.571049	80885.91
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.14	27.5639	2.6908424	27.524029	5037411	28.978785	5037921	925033	0.18361403	11.130167	32652.863
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.9	65.98075	6.4411716	65.9477	1996742	115.46491	1997214	876663	0.43894294	26.607489	78059.09
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.8	47.89305	4.675414	48.096706	2341743	78.46119	2342648	744337	0.31773317	19.260094	56503.824
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	Salinibacter_ruber	0	0	0	0	0	3587328	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	Trichoderma_reesei	0.0000897731	0.000008763827	0	687	0.000579039	33395712	20	0.0000005988793	0.00003630238	0.10650126
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.4	33.972664	3.3164785	33.811653	4116312	83.09983	4118142	931503	0.22619496	13.711304	40225.21
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.11	41.13444	4.0156255	41.12636	3222926	44.076942	3223332	882873	0.27390075	16.603094	48708.92
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.7	76.947525	7.5117693	76.84732	1817964	274.45554	1818370	931277	0.51214933	31.045055	91077.695
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.10	50.118893	4.8927054	50.097267	2813631	54.05097	2814009	939730	0.33394706	20.242931	59387.227
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.15	47.76419	4.6628346	48.300125	2981151	91.712494	2982135	948882	0.31818882	19.287714	56584.86
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.3	49.990326	4.8801546	49.97697	2724345	56.369484	2724501	907027	0.33291492	20.180367	59203.668
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.6	74.42036	7.265062	74.60854	1758256	111.64407	1758582	868773	0.49401903	29.946049	87853.51
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperaw	bin.2	30.608086	2.988022	29.779915	5052059	129.59319	5057163	1028654	0.20340535	12.329861	36172.43
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	unmapped	NA	17.437119	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.5	41.47157	4.0485377	41.440872	3343208	44.35455	3343496	923761	0.27628595	16.747913	49133.81
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.13	58.361042	5.6973224	58.228542	2373679	88.12813	2374251	922210	0.38842145	23.545343	69075.62
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.1	131.26021	12.813885	133.43456	4288345	907.4765	4295777	3731538	0.86865264	52.656013	154478.39
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Salinibacter_ruber_primary_masked	0	0	0	0	0	3551823	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.12	68.26547	6.664212	68.263016	2054928	70.900734	2054948	934679	0.45484313	27.571697	80887.836
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.14	27.566256	2.6910732	27.52409	5037402	28.912258	5037921	925112	0.18362972	11.131272	32656.121
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.9	65.97775	6.4408813	65.94754	1996742	115.76354	1997214	876623	0.4389229	26.606646	78056.63
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.8	47.8895	4.6750693	48.095894	2342031	78.73005	2342648	744284	0.31771055	19.25899	56500.617
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Haloarcula_hispanica_other_masked	0	0	0	0	0	871226	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Trichoderma_reesei_other	0.00010115662	0.000009875113	0	687	0.0006524618	29638724	20	0.0000006747929	0.00004090462	0.12000301
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.4	33.971607	3.3163767	33.811363	4116305	83.12461	4118142	931474	0.22618793	13.711067	40224.53
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.11	41.13579	4.015759	41.12612	3222923	44.025246	3223332	882902	0.27390972	16.603868	48711.223
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.7	76.94473	7.5115	76.846565	1817832	274.65018	1818370	931243	0.5121306	31.044353	91075.65
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.10	50.119102	4.892728	50.09703	2813600	54.022747	2814009	939734	0.33394846	20.2433	59388.316
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.15	47.762672	4.6626883	48.29793	2981151	91.74721	2982135	948852	0.31817874	19.28737	56583.88
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.3	49.991627	4.880283	49.977768	2724348	56.338814	2724501	907051	0.3329237	20.181181	59206.07
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Trichoderma_reesei_primary	0	0	0	0	0	3756989	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Salinibacter_ruber_other_masked	0	0	0	0	0	35505	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.6	74.41967	7.2649975	74.608536	1758256	111.73477	1758582	868765	0.4940145	29.946188	87853.945
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	bin.2	30.603321	2.987558	29.775576	5052066	129.56992	5057163	1028493	0.2033735	12.328103	36167.293
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttyperrnamasked	Haloarcula_hispanica_primary_masked	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	unmapped	NA	17.437124	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.5	41.47157	4.048527	41.440872	3343208	44.35455	3343496	923761	0.27628595	16.747913	49133.656
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.13	58.361042	5.6973057	58.228542	2373679	88.12813	2374251	922210	0.38842145	23.545345	69075.414
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.1	131.26013	12.813842	133.43419	4288345	907.4534	4295777	3731536	0.86865216	52.65599	154477.83
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.12	68.26547	6.6641936	68.26311	2054928	70.908714	2054948	934679	0.45484313	27.571697	80887.6
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.14	27.564974	2.6909406	27.524277	5037392	28.957169	5037921	925069	0.18362118	11.130755	32654.506
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.9	65.98023	6.4411044	65.94705	1996742	115.44282	1997214	876656	0.43893945	26.607647	78059.35
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.8	47.89373	4.675469	48.097466	2342037	78.32137	2342648	744352	0.31773958	19.26075	56505.617
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Trichoderma_reesei_other	0.00010115662	0.000009875084	0	687	0.0006524618	29638724	20	0.0000006747929	0.000040904622	0.12000255
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.4	33.97307	3.3165095	33.81157	4116305	83.07417	4118142	931514	0.22619765	13.711657	40226.14
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Haloarcula_hispanica_primary	0	0	0	0	0	3025665	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Salinibacter_ruber_other	0	0	0	0	0	35505	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.11	41.1343	4.0156016	41.125946	3222938	44.074715	3223332	882870	0.2738998	16.60327	48709.316
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.7	76.94547	7.5115504	76.84743	1817940	274.42056	1818370	931252	0.51213557	31.044655	91076.266
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.10	50.119957	4.892797	50.097233	2813640	53.996895	2814009	939750	0.33395416	20.243645	59389.152
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.15	47.758884	4.662305	48.29906	2981151	91.94689	2982135	948777	0.3181536	19.285847	56579.234
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.3	49.99077	4.880185	49.977642	2724335	56.35782	2724501	907035	0.33291784	20.180826	59204.86
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Trichoderma_reesei_primary	0	0	0	0	0	3756989	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.6	74.419754	7.264985	74.60891	1758256	111.72541	1758582	868766	0.49401507	29.946224	87853.77
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Haloarcula_hispanica_other	0	0	0	0	0	871226	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	bin.2	30.603321	2.987549	29.775576	5052066	129.56992	5057163	1028493	0.2033735	12.328104	36167.18
1_depth10000000_spike0.00000_offtargetbins_mapperminimap2-sr_quanttypesplit	Salinibacter_ruber_primary	0	0	0	0	0	3551823	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	unmapped	NA	17.435974	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.5	41.47157	4.0485363	41.440872	3343208	44.35455	3343496	923761	0.27628595	16.74768	49133.105
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.13	58.361042	5.6973205	58.228542	2373679	88.12813	2374251	922210	0.38842145	23.545017	69074.625
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.1	131.26077	12.813935	133.43687	4288340	907.63617	4295777	3731557	0.86865705	52.65555	154476.95
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	Haloarcula_hispanica	0	0	0	0	0	3896891	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.12	68.26482	6.6641464	68.26296	2054928	70.940125	2054948	934670	0.45483875	27.571049	80885.91
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.14	27.5639	2.6908424	27.524029	5037411	28.978785	5037921	925033	0.18361403	11.130167	32652.863
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.9	65.98075	6.4411716	65.9477	1996742	115.46491	1997214	876663	0.43894294	26.607489	78059.09
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.8	47.89305	4.675414	48.096706	2341743	78.46119	2342648	744337	0.31773317	19.260094	56503.824
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	Salinibacter_ruber	0	0	0	0	0	3587328	0	0	0	0
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	Trichoderma_reesei	0.0000897731	0.000008763827	0	687	0.000579039	33395712	20	0.0000005988793	0.00003630238	0.10650126
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.4	33.972664	3.3164785	33.811653	4116312	83.09983	4118142	931503	0.22619496	13.711304	40225.21
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.11	41.13444	4.0156255	41.12636	3222926	44.076942	3223332	882873	0.27390075	16.603094	48708.92
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.7	76.947525	7.5117693	76.84732	1817964	274.45554	1818370	931277	0.51214933	31.045055	91077.695
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.10	50.118893	4.8927054	50.097267	2813631	54.05097	2814009	939730	0.33394706	20.242931	59387.227
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.15	47.76419	4.6628346	48.300125	2981151	91.712494	2982135	948882	0.31818882	19.287714	56584.86
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.3	49.990326	4.8801546	49.97697	2724345	56.369484	2724501	907027	0.33291492	20.180367	59203.668
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.6	74.42036	7.265062	74.60854	1758256	111.64407	1758582	868773	0.49401903	29.946049	87853.51
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperaw	bin.2	30.608086	2.988022	29.779915	5052059	129.59319	5057163	1028654	0.20340535	12.329861	36172.43
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperrnamasked	unmapped	NA	17.437119	NA	NA	NA	NA	NA	NA	NA	NA
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperrnamasked	bin.5	41.47157	4.0485377	41.440872	3343208	44.35455	3343496	923761	0.27628595	16.747913	49133.81
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperrnamasked	bin.13	58.361042	5.6973224	58.228542	2373679	88.12813	2374251	922210	0.38842145	23.545343	69075.62
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperrnamasked	bin.1	131.26021	12.813885	133.43456	4288345	907.4765	4295777	3731538	0.86865264	52.656013	154478.39
1_depth10000000_spike0.00000_offtargetbins_mapperbwa-mem_quanttyperrnamasked	Salinibacter_ruber_primary_masked	0	0	0	0	0	3551823	0	0	0	0
